"TIME","GEO","SEX","AGE","ISCED11","UNIT","Value","Flag and Footnotes"
"2014","Italy","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","85.2",""
"2014","Italy","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","85.3",""
"2014","Hungary","Total","Less than 1 year","All ISCED 2011 levels ","Year","76.0",""
"2014","Hungary","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","70.9",""
"2014","Hungary","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","77.2",""
"2014","Hungary","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","79.8",""
"2014","Malta","Total","Less than 1 year","All ISCED 2011 levels ","Year",":",""
"2014","Malta","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year",":",""
"2014","Malta","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year",":",""
"2014","Malta","Total","Less than 1 year","Tertiary education (levels 5-8)","Year",":",""
"2014","Poland","Total","Less than 1 year","All ISCED 2011 levels ","Year","77.8",""
"2014","Poland","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","72.4",""
"2014","Poland","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","77.5",""
"2014","Poland","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","82.1",""
"2014","Portugal","Total","Less than 1 year","All ISCED 2011 levels ","Year","81.3",""
"2014","Portugal","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","80.4",""
"2014","Portugal","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","82.4",""
"2014","Portugal","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","84.7",""
"2014","Romania","Total","Less than 1 year","All ISCED 2011 levels ","Year","75.0",""
"2014","Romania","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","72.3",""
"2014","Romania","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","76.0",""
"2014","Romania","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","77.5",""
"2014","Slovenia","Total","Less than 1 year","All ISCED 2011 levels ","Year","81.2",""
"2014","Slovenia","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","79.1",""
"2014","Slovenia","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","81.2",""
"2014","Slovenia","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","83.4",""
"2014","Slovakia","Total","Less than 1 year","All ISCED 2011 levels ","Year","77.0",""
"2014","Slovakia","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","70.7",""
"2014","Slovakia","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","77.3",""
"2014","Slovakia","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","80.1",""
"2014","Finland","Total","Less than 1 year","All ISCED 2011 levels ","Year","81.3",""
"2014","Finland","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","78.0",""
"2014","Finland","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","81.1",""
"2014","Finland","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","83.6",""
"2014","Sweden","Total","Less than 1 year","All ISCED 2011 levels ","Year","82.3",""
"2014","Sweden","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","80.0",""
"2014","Sweden","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","82.3",""
"2014","Sweden","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","84.2",""
"2014","Norway","Total","Less than 1 year","All ISCED 2011 levels ","Year","82.2",""
"2014","Norway","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","79.6",""
"2014","Norway","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","82.3",""
"2014","Norway","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","84.0",""
"2014","Former Yugoslav Republic of Macedonia, the","Total","Less than 1 year","All ISCED 2011 levels ","Year","75.5",""
"2014","Former Yugoslav Republic of Macedonia, the","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","73.9",""
"2014","Former Yugoslav Republic of Macedonia, the","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","76.5",""
"2014","Former Yugoslav Republic of Macedonia, the","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","78.0",""
"2014","Turkey","Total","Less than 1 year","All ISCED 2011 levels ","Year",":",""
"2014","Turkey","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year",":",""
"2014","Turkey","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year",":",""
"2014","Turkey","Total","Less than 1 year","Tertiary education (levels 5-8)","Year",":",""
"2015","Bulgaria","Total","Less than 1 year","All ISCED 2011 levels ","Year","74.7",""
"2015","Bulgaria","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","70.4",""
"2015","Bulgaria","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","75.3",""
"2015","Bulgaria","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","77.7",""
"2015","Czech Republic","Total","Less than 1 year","All ISCED 2011 levels ","Year","78.7",""
"2015","Czech Republic","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","74.2",""
"2015","Czech Republic","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","78.8",""
"2015","Czech Republic","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","79.7",""
"2015","Denmark","Total","Less than 1 year","All ISCED 2011 levels ","Year","80.8",""
"2015","Denmark","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","77.8",""
"2015","Denmark","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","81.1",""
"2015","Denmark","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","82.9",""
"2015","Estonia","Total","Less than 1 year","All ISCED 2011 levels ","Year",":",""
"2015","Estonia","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year",":",""
"2015","Estonia","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year",":",""
"2015","Estonia","Total","Less than 1 year","Tertiary education (levels 5-8)","Year",":",""
"2015","Greece","Total","Less than 1 year","All ISCED 2011 levels ","Year","81.1",""
"2015","Greece","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","79.3",""
"2015","Greece","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","82.0",""
"2015","Greece","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","83.6",""
"2015","Croatia","Total","Less than 1 year","All ISCED 2011 levels ","Year",":",""
"2015","Croatia","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year",":",""
"2015","Croatia","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year",":",""
"2015","Croatia","Total","Less than 1 year","Tertiary education (levels 5-8)","Year",":",""
"2015","Italy","Total","Less than 1 year","All ISCED 2011 levels ","Year","82.7",""
"2015","Italy","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","80.6",""
"2015","Italy","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","84.6",""
"2015","Italy","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","84.6",""
"2015","Hungary","Total","Less than 1 year","All ISCED 2011 levels ","Year","75.7",""
"2015","Hungary","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","70.5",""
"2015","Hungary","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","77.0",""
"2015","Hungary","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","79.5",""
"2015","Malta","Total","Less than 1 year","All ISCED 2011 levels ","Year",":",""
"2015","Malta","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year",":",""
"2015","Malta","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year",":",""
"2015","Malta","Total","Less than 1 year","Tertiary education (levels 5-8)","Year",":",""
"2015","Poland","Total","Less than 1 year","All ISCED 2011 levels ","Year","77.5",""
"2015","Poland","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","72.1",""
"2015","Poland","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","77.2",""
"2015","Poland","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","81.9",""
"2015","Portugal","Total","Less than 1 year","All ISCED 2011 levels ","Year","81.3",""
"2015","Portugal","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","80.3",""
"2015","Portugal","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","82.6",""
"2015","Portugal","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","84.6",""
"2015","Romania","Total","Less than 1 year","All ISCED 2011 levels ","Year","75.0",""
"2015","Romania","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","71.7",""
"2015","Romania","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","76.0",""
"2015","Romania","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","77.4",""
"2015","Slovenia","Total","Less than 1 year","All ISCED 2011 levels ","Year","80.9",""
"2015","Slovenia","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","78.6",""
"2015","Slovenia","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","80.9",""
"2015","Slovenia","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","83.2",""
"2015","Slovakia","Total","Less than 1 year","All ISCED 2011 levels ","Year","76.7",""
"2015","Slovakia","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","69.7",""
"2015","Slovakia","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","77.0",""
"2015","Slovakia","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","80.1",""
"2015","Finland","Total","Less than 1 year","All ISCED 2011 levels ","Year","81.6",""
"2015","Finland","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","78.4",""
"2015","Finland","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","81.4",""
"2015","Finland","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","83.9",""
"2015","Sweden","Total","Less than 1 year","All ISCED 2011 levels ","Year","82.2",""
"2015","Sweden","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","80.0",""
"2015","Sweden","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","82.2",""
"2015","Sweden","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","84.0",""
"2015","Norway","Total","Less than 1 year","All ISCED 2011 levels ","Year","82.4",""
"2015","Norway","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","79.7",""
"2015","Norway","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","82.5",""
"2015","Norway","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","84.1",""
"2015","Former Yugoslav Republic of Macedonia, the","Total","Less than 1 year","All ISCED 2011 levels ","Year","75.5",""
"2015","Former Yugoslav Republic of Macedonia, the","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","74.2",""
"2015","Former Yugoslav Republic of Macedonia, the","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","75.6",""
"2015","Former Yugoslav Republic of Macedonia, the","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","79.0",""
"2015","Turkey","Total","Less than 1 year","All ISCED 2011 levels ","Year","78.2",""
"2015","Turkey","Total","Less than 1 year","Less than primary, primary and lower secondary education (levels 0-2)","Year","77.8",""
"2015","Turkey","Total","Less than 1 year","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Year","78.7",""
"2015","Turkey","Total","Less than 1 year","Tertiary education (levels 5-8)","Year","80.0",""
